customer_zip_code_prefix,customer_count,geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
1220,8,1220,-23.542757999999992,-46.64547398167813,sao paulo,SP
1221,11,1221,-23.54601532944774,-46.64900196003804,sao paulo,SP
1222,20,1222,-23.547159576461446,-46.64989460560333,sao paulo,SP
1223,12,1223,-23.54377251788917,-46.6482729970858,sao paulo,SP
1224,23,1224,-23.541718547319537,-46.64883066180968,sao paulo,SP
1225,5,1225,-23.54064714772717,-46.648251782670506,sao paulo,SP
1226,14,1226,-23.534478565641404,-46.65502761740432,sao paulo,SP
1227,15,1227,-23.537290117980763,-46.65443089812821,sao paulo,SP
1228,12,1228,-23.54839279655493,-46.659018341392965,sao paulo,SP
1229,19,1229,-23.54108734139297,-46.65733920275257,sao paulo,SP
1230,28,1230,-23.532734734664448,-46.654324449073776,sao paulo,SP
1231,12,1231,-23.5367081559813,-46.6596418411045,sao paulo,SP
1232,13,1232,-23.53676737440136,-46.65507313113856,sao paulo,SP
1233,8,1233,-23.540299470713855,-46.66278360519932,sao paulo,SP
1234,7,1234,-23.537055499855768,-46.66361722052618,sao paulo,SP
1235,2,1235,-23.53645971856428,-46.66424678602334,sao paulo,SP
1237,1,1237,-23.544317693577312,-46.66982279920932,sao paulo,SP
1238,14,1238,-23.54195269441404,-46.65931762155928,sao paulo,SP
1239,10,1239,-23.548781693029053,-46.65745981155857,sao paulo,SP
1240,16,1240,-23.54378694284137,-46.65861209437926,sao paulo,SP
1241,6,1241,-23.54567660866176,-46.6569934730798,sao paulo,SP
1242,7,1242,-23.547526626983625,-46.65580327269316,sao paulo,SP
1243,10,1243,-23.54946977906979,-46.65509829793992,sao paulo,SP
1244,7,1244,-23.54499336358131,-46.65968022344037,sao paulo,SP
1246,1,1246,-23.55259069386578,-46.6664048798257,sao paulo,SP
1248,1,1248,-23.547307547319537,-46.66789155107045,sao paulo,SP
1250,2,1250,-23.548106335564583,-46.67255083804609,sao paulo,SP
1251,3,1251,-23.54700826311385,-46.67399273506846,sao paulo,SP
1252,6,1252,-23.54173205190716,-46.67710841548848,sao paulo,SP
1253,1,1253,-23.54320796973291,-46.680244701079125,sao paulo,SP
1254,3,1254,-23.54196785483874,-46.68191419135562,sao paulo,SP
1255,2,1255,-23.545782460730543,-46.68119826089217,sao paulo,SP
1256,1,1256,-23.54856753595123,-46.683293049685474,sao paulo,SP
1257,14,1257,-23.54507217346644,-46.68438057799065,sao paulo,SP
1258,18,1258,-23.54499310130417,-46.685597180824026,sao paulo,SP
1259,5,1259,-23.54335652677597,-46.683946373016354,sao paulo,SP
1301,7,1301,-23.550812799901816,-46.65525802969017,sao paulo,SP
1302,6,1302,-23.547650962519555,-46.64357747515727,sao paulo,SP
1303,13,1303,-23.55001132944774,-46.64818240521669,sao paulo,SP
1304,7,1304,-23.55217944962204,-46.652991998615015,sao paulo,SP
1305,3,1305,-23.556083049685476,-46.658022684978974,sao paulo,SP
1306,22,1306,-23.55433380183505,-46.64967363918865,sao paulo,SP
1307,29,1307,-23.549360699694148,-46.65412441687346,sao paulo,SP
1308,12,1308,-23.555182505135885,-46.65226234401868,sao paulo,SP
1309,12,1309,-23.557323688585655,-46.65692890729416,sao paulo,SP
1310,15,1310,-23.556926913670807,-46.6615417904381,sao paulo,SP
1311,30,1311,-23.560566359426364,-46.65761042867444,sao paulo,SP
1312,9,1312,-23.55364600943506,-46.64827785290551,sao paulo,SP
1313,13,1313,-23.556513287803007,-46.65025319729151,sao paulo,SP
1314,6,1314,-23.550271219805023,-46.641530430203645,sao paulo,SP
1315,13,1315,-23.552592988343235,-46.64068338732753,sao paulo,SP
1316,10,1316,-23.55298158090484,-46.63977389064573,sao paulo,SP
1317,16,1317,-23.56281094772712,-46.64538049222014,sao paulo,SP
1318,8,1318,-23.56503810268915,-46.64731633542034,sao paulo,SP
1319,5,1319,-23.55156260866176,-46.64021297307979,sao paulo,SP
1320,2,1320,-23.557337937272795,-46.63877749362335,sao paulo,SP
1321,17,1321,-23.55896103857696,-46.64089188579832,sao paulo,SP
1322,19,1322,-23.564189902302505,-46.64356963725542,sao paulo,SP
1323,10,1323,-23.56360092810872,-46.64096891541434,sao paulo,SP
1324,1,1324,-23.551359454065437,-46.64339075477531,sao paulo,SP
1325,4,1325,-23.56040415015292,-46.64409070038665,sao paulo,SP
1326,3,1326,-23.558908285042403,-46.64517207853889,sao paulo,SP
1327,11,1327,-23.56521929669917,-46.6451517253736,sao paulo,SP
1328,4,1328,-23.55542941271852,-46.64533779225576,sao paulo,SP
1329,12,1329,-23.563145744936214,-46.64661879892085,sao paulo,SP
1330,6,1330,-23.556817623925213,-46.64986083625707,sao paulo,SP
1331,5,1331,-23.562327520947598,-46.6503277425703,sao paulo,SP
1332,2,1332,-23.559874596168275,-46.65312715543304,sao paulo,SP
1333,7,1333,-23.56356993894623,-46.65184216708981,sao paulo,SP
1401,10,1401,-23.569747571977175,-46.65100357197719,sao paulo,SP
1402,3,1402,-23.58406691212703,-46.66998067037748,sao paulo,SP
1403,17,1403,-23.57034735804139,-46.65315099653755,sao paulo,SP
1404,11,1404,-23.56994326977895,-46.657093704685806,sao paulo,SP
1405,10,1405,-23.566964123780973,-46.65698270719597,sao paulo,SP
1406,2,1406,-23.56582006549717,-46.65801073994457,sao paulo,SP
1407,9,1407,-23.5784800999192,-46.67516750652087,sao paulo,SP
1408,8,1408,-23.569438714409333,-46.66342129141903,sao paulo,SP
1409,15,1409,-23.5613664276935,-46.657593869005645,sao paulo,SP
1410,14,1410,-23.558595737434405,-46.65657075535223,sao paulo,SP
1411,10,1411,-23.568546850380155,-46.66483313596545,sao paulo,SP
1412,2,1412,-23.5644233366611,-46.66684085068379,sao paulo,SP
1413,3,1413,-23.55863183097696,-46.66070142630853,sao paulo,SP
1414,4,1414,-23.56362276547979,-46.667603824167614,sao paulo,SP
1415,29,1415,-23.551840037191976,-46.65455309547579,sao paulo,SP
1416,13,1416,-23.55951039494492,-46.66706390175425,sao paulo,SP
1417,5,1417,-23.48850962531019,-46.714606281435714,sao paulo,SP
1418,2,1418,-23.56312173510022,-46.656566708353616,sao paulo,SP
1419,19,1419,-23.557767998615013,-46.662673347769605,sao paulo,SP
1420,12,1420,-23.56851813765943,-46.65191532569683,sao paulo,SP
1421,11,1421,-23.562331512897508,-46.66120425339033,sao paulo,SP
1422,16,1422,-23.55978441771017,-46.6660792610364,sao paulo,SP
1423,30,1423,-23.568918203156603,-46.656995139736914,sao paulo,SP
1424,17,1424,-23.56816235942637,-46.66117892867444,sao paulo,SP
1425,4,1425,-23.572330354982963,-46.66082327699232,sao paulo,SP
1426,1,1426,-23.562597147293012,-46.66968807621716,sao paulo,SP
1427,2,1427,-23.573515117952592,-46.66112293352187,sao paulo,SP
1429,3,1429,-23.57524108520401,-46.66307398459231,sao paulo,SP
1430,2,1430,-23.881629353829144,-46.643818799723405,sao paulo,SP
1431,1,1431,-23.578166638380598,-46.66288281851213,sao paulo,SP
1432,1,1432,-23.574420691644068,-46.66422198695826,sao paulo,SP
1433,3,1433,-23.58188488758732,-46.66848679753589,sao paulo,SP
1434,4,1434,-23.57791700859833,-46.66945260115993,sao paulo,SP
1435,2,1435,-23.579681908967608,-46.66963177269314,sao paulo,SP
1438,1,1438,-23.570325577009708,-46.67299258050082,sao paulo,SP
1440,1,1440,-23.56448527782904,-46.674418610595005,sao paulo,SP
1442,5,1442,-23.56370226740048,-46.67529085698279,sao paulo,SP
1443,1,1443,-23.56750865000869,-46.68471805799536,sao paulo,SP
1444,2,1444,-23.605675658895493,-46.74544468220901,sao paulo,SP
1445,3,1445,-23.568346382739897,-46.68910543089613,sao paulo,SP
1447,2,1447,-23.572517679150597,-46.680710766460734,sao paulo,SP
1448,3,1448,-23.57741669608748,-46.67817482139765,sao paulo,SP
1449,1,1449,-23.576292199001667,-46.68142310352587,sao paulo,SP
1450,2,1450,-23.574925477927227,-46.68505199999999,sao paulo,SP
1451,20,1451,-23.583489065785624,-46.68508055092622,sao paulo,SP
1452,13,1452,-23.56883153079836,-46.69199439364803,sao paulo,SP
1453,15,1453,-23.583435663338896,-46.68646270038665,sao paulo,SP
1454,14,1454,-23.582148872612336,-46.68638063183105,sao paulo,SP
1455,10,1455,-23.580690704974277,-46.68751888037395,sao paulo,SP
1456,4,1456,-23.578504155433038,-46.690118296987634,sao paulo,SP
1457,1,1457,-23.57883550069249,-46.69092820399332,sao paulo,SP
1501,7,1501,-23.5519314837556,-46.63569089731083,sao paulo,SP
1502,1,1502,-23.55498324839867,-46.63569905288812,sao paulo,SP
1503,6,1503,-23.555488240827945,-46.63559923847351,sao paulo,SP
1504,11,1504,-23.56375858312654,-46.63899210115993,sao paulo,SP
1505,2,1505,-23.555396514570944,-46.6328610313636,sao paulo,SP
1506,5,1506,-23.56180273327946,-46.63479182904371,sao paulo,SP
1507,3,1507,-23.558197452680457,-46.63164907507647,sao paulo,SP
1508,16,1508,-23.56014607245072,-46.633346125858445,sao paulo,SP
1509,7,1509,-23.567590529834398,-46.63545150721337,sao paulo,SP
1510,3,1510,-23.55619865667379,-46.63344748251487,sao paulo,SP
1511,10,1511,-23.555682314184303,-46.63309991286275,sao paulo,SP
1512,7,1512,-23.553644898695826,-46.63261889578163,sao paulo,SP
1513,1,1513,-23.556895554532897,-46.63100370483005,sao paulo,SP
1514,3,1514,-23.55306435468261,-46.62768625580495,sao paulo,SP
1516,7,1516,-23.55948466195392,-46.61446206064973,sao paulo,SP
1517,5,1517,-23.560247933666105,-46.624831454209655,sao paulo,SP
1518,1,1518,-23.558930444630374,-46.62292373757862,sao paulo,SP
1519,3,1519,-23.56007528864907,-46.62182990175425,sao paulo,SP
1520,9,1520,-23.559238666108847,-46.61831887996994,sao paulo,SP
1521,5,1521,-23.56012381877193,-46.62080822384439,sao paulo,SP
1522,4,1522,-23.55916467499565,-46.61546691825843,sao paulo,SP
1523,3,1523,-23.56366379462169,-46.61929091188178,sao paulo,SP
1524,2,1524,-23.5670455434244,-46.61611199999999,sao paulo,SP
1525,14,1525,-23.567008903139214,-46.63752874701368,sao paulo,SP
1526,12,1526,-23.56690212960936,-46.6300592031566,sao paulo,SP
1527,12,1527,-23.563144561198005,-46.62658014155458,sao paulo,SP
1528,3,1528,-23.563268623088483,-46.62567806771887,sao paulo,SP
1529,23,1529,-23.569353157366287,-46.63690014002537,sao paulo,SP
1530,4,1530,-23.586145389375964,-46.72796029067322,sao paulo,SP
1531,4,1531,-23.570124170696488,-46.63265515860704,sao paulo,SP
1532,16,1532,-23.572060847625384,-46.636136837497816,sao paulo,SP
1533,8,1533,-23.57219854010617,-46.63913109824576,sao paulo,SP
1534,9,1534,-23.56284740383172,-46.62391126354653,sao paulo,SP
1535,5,1535,-23.569618023313524,-46.62490078227243,sao paulo,SP
1536,7,1536,-23.56253963239443,-46.622343972359054,sao paulo,SP
1537,4,1537,-23.569022776299825,-46.62199066665712,sao paulo,SP
1538,3,1538,-23.573205,-46.62290025,sao paulo,SP
1539,4,1539,-23.573782561198005,-46.62058066708981,sao paulo,SP
1540,2,1540,-23.56461420122337,-46.62049830030583,sao paulo,SP
1541,5,1541,-23.568722298084143,-46.61880092397124,sao paulo,SP
1542,1,1542,-23.57081105190717,-46.62114560866177,sao paulo,SP
1543,7,1543,-23.575755845951942,-46.62009625506377,sao paulo,SP
1544,13,1544,-23.576922503462445,-46.622911919095145,sao paulo,SP
1545,2,1545,-23.581373061053768,-46.6178758329102,sao paulo,SP
1546,5,1546,-23.576252951151247,-46.62235967583239,sao paulo,SP
1547,8,1547,-23.58202355453289,-46.62322245045877,sao paulo,SP
1548,11,1548,-23.578346556754592,-46.614710870390624,sao paulo,SP
1549,4,1549,-23.57732126894224,-46.61708484846209,sao paulo,SP
1550,1,1550,-23.57203616319466,-46.61521226741304,sao paulo,SP
1551,4,1551,-23.576649380518187,-46.61216232569684,sao paulo,SP
1552,9,1552,-23.573835900917526,-46.61101337290079,sao paulo,SP
2010,2,2010,-23.514929559813023,-46.62640583152521,sao paulo,SP
2011,2,2011,-23.50190277027253,-46.626229169812845,sao paulo,SP
2012,4,2012,-23.50836123028566,-46.62752418968636,sao paulo,SP
2013,15,2013,-23.5030857485429,-46.63382294171621,sao paulo,SP
2016,4,2016,-23.50097763469062,-46.62712333406575,sao paulo,SP
2017,20,2017,-23.501381250870143,-46.639206505591815,sao paulo,SP
2018,9,2018,-23.493511048012017,-46.63106708174157,sao paulo,SP
2019,2,2019,-23.498262,-46.62855053996195,sao paulo,SP
2020,6,2020,-23.499083916977654,-46.63226647191997,sao paulo,SP
2021,12,2021,-23.499439994171624,-46.63380353274858,sao paulo,SP
2022,18,2022,-23.50623786745398,-46.64043238758518,sao paulo,SP
2029,4,2029,-23.510936587354013,-46.62008933890293,sao paulo,SP
2031,3,2031,-23.51506899745697,-46.6253165150725,sao paulo,SP
2033,11,2033,-23.50215379349651,-46.61688101249347,sao paulo,SP
2034,1,2034,-23.50412273877685,-46.6246075311652,sao paulo,SP
2035,8,2035,-23.500395,-46.62233251442673,sao paulo,SP
2036,4,2036,-23.50210750375091,-46.62196127699232,sao paulo,SP
2037,6,2037,-23.499986521784315,-46.618730413266775,sao paulo,SP
2038,5,2038,-23.49857049347913,-46.6233534590571,sao paulo,SP
2039,1,2039,-23.49231066388715,-46.6205286217035,sao paulo,SP
2040,5,2040,-23.489022991949916,-46.62186690299499,sao paulo,SP
2041,2,2041,-23.49010232139766,-46.61972998972821,sao paulo,SP
2042,5,2042,-23.48802239938832,-46.61900150236592,sao paulo,SP
2043,7,2043,-23.490223040798668,-46.61732558589649,sao paulo,SP
2044,5,2044,-23.49568082347514,-46.61894670690752,sao paulo,SP
2045,1,2045,-23.494406023962647,-46.617320553160994,sao paulo,SP
2046,7,2046,-23.48774784542202,-46.61152878400604,sao paulo,SP
2050,8,2050,-23.51654350320264,-46.61056315903973,sao paulo,SP
2051,1,2051,-23.51226773910784,-46.60874803052688,sao paulo,SP
2052,1,2052,-23.509466926452752,-46.606867502077456,sao paulo,SP
2053,8,2053,-23.510427444341925,-46.60117949988444,sao paulo,SP
2054,6,2054,-23.51636255037796,-46.60569249861501,sao paulo,SP
2055,3,2055,-23.512952943937883,-46.6083024672514,sao paulo,SP
2056,1,2056,-23.510640635581964,-46.6040934060534,sao paulo,SP
2060,7,2060,-23.51886128198398,-46.60382280391252,sao paulo,SP
2064,3,2064,-23.519807581453097,-46.5960457342604,sao paulo,SP
2066,7,2066,-23.508759080212357,-46.602973042876144,sao paulo,SP
2067,4,2067,-23.505895624473467,-46.60638997293555,sao paulo,SP
2071,6,2071,-23.50313753733621,-46.609684480437394,sao paulo,SP
2072,6,2072,-23.500810509290837,-46.60427196058632,sao paulo,SP
2073,1,2073,-23.501230323619367,-46.60751038343238,sao paulo,SP
2074,2,2074,-23.509075809596663,-46.59346383582438,sao paulo,SP
2075,8,2075,-23.502028505135893,-46.60034967291817,sao paulo,SP
2076,1,2076,-23.50692178074323,-46.5989496135092,sao paulo,SP
2077,1,2077,-23.501001111575956,-46.59626327601136,sao paulo,SP
2078,4,2078,-23.502460609498485,-46.59374588980903,sao paulo,SP
2079,3,2079,-23.50036682653355,-46.60264059824574,sao paulo,SP
2080,1,2080,-23.49781772078598,-46.60657423175024,sao paulo,SP
2081,2,2081,-23.49664721787179,-46.6050361851232,sao paulo,SP
2082,10,2082,-23.49467072799935,-46.609653122396,sao paulo,SP
2083,6,2083,-23.49552085567545,-46.599274267557256,sao paulo,SP
2084,1,2084,-23.495675029141907,-46.59947756924808,sao paulo,SP
2110,1,2110,-23.52188843014645,-46.59374225679054,sao paulo,SP
2111,11,2111,-23.515789212043405,-46.59197639370417,sao paulo,SP
2112,2,2112,-23.512668178041054,-46.58665534166385,sao paulo,SP
2113,4,2113,-23.51528796497884,-46.58734465236856,sao paulo,SP
2114,1,2114,-23.522853341941214,-46.59177958367481,sao paulo,SP
2115,1,2115,-23.526499508561297,-46.59188593503609,sao paulo,SP
2117,2,2117,-23.52019456333894,-46.593538927981854,sao paulo,SP
2118,3,2118,-23.51661167998731,-46.59476458159733,sao paulo,SP
2119,2,2119,-23.513593871775623,-46.59299115736628,sao paulo,SP
2120,2,2120,-23.510416629107844,-46.594217747359366,sao paulo,SP
2121,1,2121,-23.51181353788448,-46.58921527477062,sao paulo,SP
2122,9,2122,-23.513172191788303,-46.58263962184772,sao paulo,SP
2123,1,2123,-23.510773697472448,-46.57804828074323,sao paulo,SP
2124,2,2124,-23.50636475575626,-46.58066375575627,sao paulo,SP
2125,5,2125,-23.507957137111184,-46.58846138051819,sao paulo,SP
2126,1,2126,-23.506858079375625,-46.59162343505108,sao paulo,SP
2127,3,2127,-23.50238052178431,-46.582730947544576,sao paulo,SP
2128,7,2128,-23.50399490536093,-46.5946382411853,sao paulo,SP
2129,2,2129,-23.50521569969416,-46.58945986733221,sao paulo,SP
2130,6,2130,-23.508100938657773,-46.58282425353455,sao paulo,SP
2131,8,2131,-23.50281070858096,-46.581761933117846,sao paulo,SP
2132,3,2132,-23.49833145406544,-46.58041450069248,sao paulo,SP
2133,2,2133,-23.500291464048765,-46.585615159039705,sao paulo,SP
2134,4,2134,-23.499318080212344,-46.578124372468125,sao paulo,SP
2135,5,2135,-23.498807971146547,-46.573631134485446,sao paulo,SP
2136,7,2136,-23.4982544454671,-46.57847265889549,sao paulo,SP
2137,2,2137,-23.50176923397196,-46.57187320760001,sao paulo,SP
2138,5,2138,-23.49565160199666,-46.57582722508515,sao paulo,SP
2139,3,2139,-23.494134939494487,-46.57343969969415,sao paulo,SP
2141,3,2141,-23.489125655104345,-46.57563101727822,sao paulo,SP
2143,2,2143,-23.50799229892086,-46.57521706910386,sao paulo,SP
2150,1,2150,-23.495750203445063,-46.56850788842403,sao paulo,SP
2152,1,2152,-23.498158714409342,-46.573211734116185,sao paulo,SP
2161,4,2161,-23.491262189566605,-46.57078597807146,sao paulo,SP
2166,1,2166,-23.525060091869104,-46.583738219401,sao paulo,SP
2167,3,2167,-23.522903946448046,-46.58180409758191,sao paulo,SP
2168,1,2168,-23.520174883432382,-46.57883175284207,sao paulo,SP
2169,3,2169,-23.51932718168024,-46.57580722635043,sao paulo,SP
2174,1,2174,-23.523062564007805,-46.57189679679223,sao paulo,SP
2175,2,2175,-23.516718741284578,-46.57445726194335,sao paulo,SP
2176,1,2176,-23.51226784347044,-46.5737047327312,sao paulo,SP
2177,5,2177,-23.511112774078125,-46.56976216763806,sao paulo,SP
2178,7,2178,-23.519838404668437,-46.57027290507246,sao paulo,SP
2179,5,2179,-23.51950161226844,-46.567310496104845,sao paulo,SP
2180,1,2180,-23.51997318512321,-46.5659400380287,sao paulo,SP
2181,2,2181,-23.52093290536093,-46.56270976672054,sao paulo,SP
2185,9,2185,-23.512283612268444,-46.56782303996194,sao paulo,SP
2186,4,2186,-23.51335483236194,-46.56877347114656,sao paulo,SP
2187,1,2187,-23.515125715794323,-46.56489950138496,sao paulo,SP
2188,2,2188,-23.507509473772288,-46.56565713558197,sao paulo,SP
2189,1,2189,-23.507621497085808,-46.56616243450284,sao paulo,SP
2190,2,2190,-23.5099120335853,-46.56318688703905,sao paulo,SP
2201,7,2201,-23.48564922814357,-46.59218589286744,sao paulo,SP
2202,5,2202,-23.493126080212345,-46.59436597807144,sao paulo,SP
2203,3,2203,-23.491692314184306,-46.59024532431184,sao paulo,SP
2204,4,2204,-23.483740588954927,-46.5898570932541,sao paulo,SP
2205,1,2205,-23.489101697472453,-46.58859076977895,sao paulo,SP
2206,5,2206,-23.487076247013697,-46.589872683594,sao paulo,SP
2207,2,2207,-23.485869985284825,-46.59066163474524,sao paulo,SP
2208,1,2208,-23.48101574715792,-46.58546644517863,sao paulo,SP
2209,9,2209,-23.485064826913263,-46.58236126674555,sao paulo,SP
2210,8,2210,-23.48653952622772,-46.57926775506377,sao paulo,SP
2212,4,2212,-23.494525155981307,-46.58841008381904,sao paulo,SP
2213,1,2213,-23.49287325284208,-46.58454115751052,sao paulo,SP
2214,2,2214,-23.49363686955392,-46.58577018151652,sao paulo,SP
2215,7,2215,-23.491089052455425,-46.5850818805182,sao paulo,SP
2216,1,2216,-23.494534007655435,-46.5778358295101,sao paulo,SP
2217,5,2217,-23.490335892030725,-46.58028421051419,sao paulo,SP
2218,3,2218,-23.486735252842077,-46.58408012476191,sao paulo,SP
2219,4,2219,-23.487935688874103,-46.5808627924,sao paulo,SP
2220,7,2220,-23.490745910352587,-46.57794383819032,sao paulo,SP
2221,1,2221,-23.481978422701832,-46.58058753344108,sao paulo,SP
2222,4,2222,-23.48463030030584,-46.57788816694557,sao paulo,SP
2223,8,2223,-23.47872104025041,-46.58108916028048,sao paulo,SP
2224,3,2224,-23.481351072998997,-46.567048185815686,sao paulo,SP
2225,5,2225,-23.480339500692484,-46.57586314071786,sao paulo,SP
2226,8,2226,-23.484632448237065,-46.57191858451151,sao paulo,SP
2227,6,2227,-23.483253583126537,-46.569258712187626,sao paulo,SP
2228,4,2228,-23.480055932281125,-46.569816911189314,sao paulo,SP
2229,6,2229,-23.47929118373822,-46.56787618526742,sao paulo,SP
2230,7,2230,-23.48274827338563,-46.56490113044606,sao paulo,SP
2231,1,2231,-23.47785620260835,-46.56407653052688,sao paulo,SP
